numeroProcesso;classeJudicial;dataChegada;nomeTarefa;descricaoUltimoMovimento;tagsProcessoList;assuntoPrincipal;ultimoMovimento
8000118-60.2017.8.05.0216;ProSum;22/09/2023, 12:21:43;Aguardando apreciação pela instância superior;Publicado Intimação em 17/08/2023.;digito 60-79;Indenização por Dano Moral;17/10/2023, 02:33:53
8000260-64.2017.8.05.0216;ProceComCiv;09/10/2023, 13:29:32;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Indenização por Dano Moral;09/10/2023, 13:29:32
8000588-28.2016.8.05.0216;ProSum;19/10/2023, 09:37:37;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Indenização por Dano Moral;19/10/2023, 09:37:37
0001521-79.2012.8.05.0216;ProceComCiv;27/11/2023, 07:48:49;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Dissolução;27/11/2023, 07:48:49
8000639-05.2017.8.05.0216;ProceComCiv;29/01/2024, 21:43:44;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;COBRAR CUSTAS, digito 00-19;Indenização por Dano Moral;29/01/2024, 21:43:44
8000817-75.2022.8.05.0216;ProceComCiv;29/01/2024, 22:57:11;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79, Juízo 100% digital;Indenização por Dano Moral;29/01/2024, 22:57:11
8000262-68.2016.8.05.0216;ProceComCiv;05/02/2024, 14:15:09;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Indenização por Dano Moral;05/02/2024, 14:15:09
8000237-84.2018.8.05.0216;ProceComCiv;07/02/2024, 16:17:01;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;COBRAR CUSTAS, digito 80-99;Indenização por Dano Moral;07/02/2024, 16:17:01
0000389-16.2014.8.05.0216;ProceComCiv;03/04/2024, 10:07:45;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19;Direito de Imagem;03/04/2024, 10:07:45
8000209-24.2015.8.05.0216;ProSum;03/04/2024, 12:43:08;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Indenização por Dano Moral;03/04/2024, 12:43:08
0001600-87.2014.8.05.0216;ProceComCiv;05/04/2024, 08:49:21;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;05/04/2024, 08:49:21
8000903-56.2016.8.05.0216;MSCiv;05/04/2024, 09:32:39;Aguardando apreciação pela instância superior;Remetidos os Autos (outros motivos) para o 2º Grau;digito 40-59;Remoção;05/04/2024, 09:32:39
8000697-42.2016.8.05.0216;ProceComCiv;05/04/2024, 11:14:35;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;05/04/2024, 11:14:35
8000597-53.2017.8.05.0216;CumSen;05/04/2024, 12:06:28;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Cobrança de Aluguéis - Sem despejo;05/04/2024, 12:06:28
0000291-94.2015.8.05.0216;ProceComCiv;05/04/2024, 12:32:33;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Direito de Imagem;05/04/2024, 12:32:32
8000517-89.2017.8.05.0216;ProceComCiv;05/04/2024, 13:24:59;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;05/04/2024, 13:24:59
0001439-87.2008.8.05.0216;ProceComCiv;05/04/2024, 13:30:15;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Contratos Bancários;05/04/2024, 13:30:14
0002056-81.2007.8.05.0216;ProceComCiv;17/04/2024, 09:50:22;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Fornecimento de Energia Elétrica;17/04/2024, 09:50:22
0000339-53.2015.8.05.0216;ProceComCiv;18/04/2024, 10:33:15;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Direito de Imagem;18/04/2024, 10:33:15
0000649-59.2015.8.05.0216;ProceComCiv;24/04/2024, 13:26:54;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Direito de Imagem;24/04/2024, 13:26:54
8001459-82.2021.8.05.0216;ProceComCiv;29/04/2024, 11:57:59;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;29/04/2024, 11:57:59
0001824-59.2013.8.05.0216;ConPag;02/05/2024, 09:25:54;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Pagamento;02/05/2024, 09:25:54
8000699-12.2016.8.05.0216;ProceComCiv;02/05/2024, 10:04:02;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19;Indenização por Dano Moral;02/05/2024, 10:04:02
8000899-19.2016.8.05.0216;ProceComCiv;02/05/2024, 10:09:05;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19;Indenização por Dano Moral;02/05/2024, 10:09:04
8000020-41.2018.8.05.0216;ProceComCiv;02/05/2024, 13:59:27;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;02/05/2024, 13:59:27
8000833-34.2019.8.05.0216;AlEsp;03/05/2024, 13:53:57;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;AGUARDANDO PAGAMENTO DE CUSTAS, digito 20-39;Alimentos;03/05/2024, 13:53:57
8000268-75.2016.8.05.0216;PJEC;06/05/2024, 09:17:35;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Acidente de Trânsito;06/05/2024, 09:17:34
0000093-57.2015.8.05.0216;ProceComCiv;06/05/2024, 10:30:10;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;06/05/2024, 10:30:10
8000425-82.2015.8.05.0216;ProSum;07/05/2024, 12:41:34;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;07/05/2024, 12:41:34
8000408-46.2015.8.05.0216;RtMtPosse;09/05/2024, 09:37:01;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Esbulho / Turbação / Ameaça;09/05/2024, 09:37:01
8000476-88.2018.8.05.0216;ProceComCiv;09/05/2024, 13:07:58;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;brbjus, digito 80-99;Indenização por Dano Moral;09/05/2024, 13:07:58
8000616-59.2017.8.05.0216;PJEC;21/05/2024, 16:48:21;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Empréstimo consignado;21/05/2024, 16:48:21
8000904-94.2023.8.05.0216;PetCiv;28/05/2024, 09:41:41;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;28/05/2024, 09:41:40
8001008-86.2023.8.05.0216;PetCiv;29/05/2024, 09:04:07;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;29/05/2024, 09:04:07
8000949-98.2023.8.05.0216;PetCiv;29/05/2024, 10:15:06;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;29/05/2024, 10:15:06
8000314-98.2015.8.05.0216;ProSum;29/05/2024, 10:31:10;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;29/05/2024, 10:31:10
8001579-28.2021.8.05.0216;ProceComCiv;03/06/2024, 00:24:45;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;COBRAR CUSTAS, digito 20-39;Indenização por Dano Material;03/06/2024, 00:24:44
0000280-65.2015.8.05.0216;Alvará;03/06/2024, 21:43:44;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Sub-rogação de Vinculo;03/06/2024, 21:43:43
8000140-79.2021.8.05.0216;ProceComCiv;05/06/2024, 12:31:03;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Indenização por Dano Moral;05/06/2024, 12:31:03
0001453-61.2014.8.05.0216;ProceComCiv;05/06/2024, 14:00:00;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Direito de Imagem;05/06/2024, 13:59:59
0000040-76.2015.8.05.0216;ProceComCiv;05/06/2024, 14:10:36;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Indenização por Dano Moral;05/06/2024, 14:10:35
8000874-30.2021.8.05.0216;ProceComCiv;07/06/2024, 12:48:06;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Empréstimo consignado;07/06/2024, 12:48:05
0001206-61.2006.8.05.0216;ProceComCiv;11/06/2024, 10:30:46;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Contratos Bancários;11/06/2024, 10:30:46
8000139-94.2021.8.05.0216;ProceComCiv;12/06/2024, 12:38:31;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;12/06/2024, 12:38:30
8000395-71.2020.8.05.0216;ProceComCiv;13/06/2024, 13:58:35;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Prestação de Contas;13/06/2024, 13:58:35
8000702-59.2019.8.05.0216;ProceComCiv;14/06/2024, 12:24:30;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;14/06/2024, 12:24:30
8000276-86.2015.8.05.0216;ProSum;14/06/2024, 15:36:24;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;14/06/2024, 15:36:23
8000878-96.2023.8.05.0216;PetCiv;14/06/2024, 16:00:32;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;14/06/2024, 16:00:32
8001286-87.2023.8.05.0216;PetCiv;17/06/2024, 11:24:56;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;17/06/2024, 11:24:56
8000114-18.2020.8.05.0216;PJEC;17/06/2024, 12:36:54;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19;Rescisão do contrato e devolução do dinheiro;17/06/2024, 12:36:54
0001713-75.2013.8.05.0216;ProceComCiv;19/06/2024, 10:56:51;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Indenização por Dano Moral;19/06/2024, 10:56:51
8000022-45.2017.8.05.0216;ProceComCiv;19/06/2024, 11:32:16;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;19/06/2024, 11:32:16
8000257-46.2016.8.05.0216;ProceComCiv;23/06/2024, 22:16:43;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;23/06/2024, 22:16:43
8000244-47.2016.8.05.0216;ProSum;28/06/2024, 10:08:26;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;28/06/2024, 10:08:26
8000057-05.2017.8.05.0216;CumSen;04/07/2024, 10:56:56;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19;;04/07/2024, 10:56:56
0000214-22.2014.8.05.0216;ProceComCiv;04/07/2024, 14:08:57;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Indenização por Dano Moral;04/07/2024, 14:08:57
0000905-36.2014.8.05.0216;ProceComCiv;08/07/2024, 09:45:00;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Direito de Imagem;08/07/2024, 09:45:00
8000230-92.2018.8.05.0216;ProSum;08/07/2024, 13:28:16;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;08/07/2024, 13:28:16
8000464-06.2020.8.05.0216;ProceComCiv;09/07/2024, 10:35:59;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;AGUARDANDO TRANSITO EM JULGADO - COM CUSTAS, digito 00-19;Prestação de Contas;09/07/2024, 10:35:59
8000273-87.2022.8.05.0216;ProceComCiv;18/07/2024, 10:28:44;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Inclusão Indevida em Cadastro de Inadimplentes;18/07/2024, 10:28:43
8000948-16.2023.8.05.0216;PetCiv;22/07/2024, 14:16:53;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19, FUNDEF;Gratificações de Atividade;22/07/2024, 14:16:53
8001822-98.2023.8.05.0216;PJEC;24/07/2024, 11:31:52;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;brbjus, digito 80-99, Juízo 100% digital;Análise de Crédito;24/07/2024, 11:31:52
0000243-38.2015.8.05.0216;ProceComCiv;24/07/2024, 13:46:01;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Direito de Imagem;24/07/2024, 13:46:01
0001817-77.2007.8.05.0216;ACPCiv;25/07/2024, 09:22:10;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79, IMPROBIDADE ADMINISTRATIVA;Violação dos Princípios Administrativos;25/07/2024, 09:22:10
8000129-55.2018.8.05.0216;ProcComIJ;29/07/2024, 11:08:21;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Indenização por Dano Moral;29/07/2024, 11:08:21
8000596-68.2017.8.05.0216;ProceComCiv;29/07/2024, 11:10:42;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Correção Monetária;29/07/2024, 11:10:42
0001184-61.2010.8.05.0216;ExTiEx;29/07/2024, 11:29:55;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 60-79;Dívida Ativa (Execução Fiscal);29/07/2024, 11:29:55
0001413-50.2012.8.05.0216;ProceComCiv;29/07/2024, 11:59:03;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 40-59;Acidente de Trânsito;29/07/2024, 11:59:03
8000049-23.2020.8.05.0216;ProceComCiv;29/07/2024, 12:49:43;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39;Indenização por Dano Moral;29/07/2024, 12:49:43
8001425-39.2023.8.05.0216;PetCiv;31/07/2024, 12:39:35;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;FUNDEB/FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério;31/07/2024, 12:39:35
8000909-19.2023.8.05.0216;PetCiv;02/08/2024, 09:41:12;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19, FUNDEF;Gratificações de Atividade;02/08/2024, 09:41:12
8000876-29.2023.8.05.0216;PetCiv;02/08/2024, 09:57:37;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 09:57:37
8000844-24.2023.8.05.0216;PetCiv;02/08/2024, 10:07:08;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 10:07:07
8001335-31.2023.8.05.0216;PetCiv;02/08/2024, 10:24:07;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 10:24:07
8001465-21.2023.8.05.0216;PetCiv;02/08/2024, 10:41:36;Aguardando apreciação pela instância superior;Decorrido prazo de MUNICIPIO DE RIO REAL em 25/04/2024 23:59.;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 12:03:30
8001290-27.2023.8.05.0216;PetCiv;02/08/2024, 11:47:32;Aguardando apreciação pela instância superior;Decorrido prazo de MUNICIPIO DE RIO REAL em 25/04/2024 23:59.;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 12:03:09
8001057-30.2023.8.05.0216;PetCiv;02/08/2024, 12:03:28;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 12:03:28
8001284-20.2023.8.05.0216;PetCiv;02/08/2024, 12:25:44;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 00-19, digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 12:25:44
8001064-22.2023.8.05.0216;PetCiv;02/08/2024, 12:59:46;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 12:59:46
8001038-24.2023.8.05.0216;PetCiv;02/08/2024, 13:09:43;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 13:09:43
8001115-33.2023.8.05.0216;PetCiv;02/08/2024, 14:08:00;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 14:08:00
8001122-25.2023.8.05.0216;PetCiv;02/08/2024, 14:23:50;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 14:23:50
8001309-33.2023.8.05.0216;PetCiv;02/08/2024, 14:37:04;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 20-39, FUNDEF;Gratificações de Atividade;02/08/2024, 14:37:03
8001066-89.2023.8.05.0216;PetCiv;05/08/2024, 11:42:21;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;05/08/2024, 11:42:21
8001189-87.2023.8.05.0216;PetCiv;05/08/2024, 12:40:11;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99, FUNDEF;Gratificações de Atividade;05/08/2024, 12:40:11
8000273-92.2019.8.05.0216;ProceComCiv;08/08/2024, 11:39:43;Aguardando apreciação pela instância superior;Remetidos os Autos (em grau de recurso) para o 2º Grau;digito 80-99;Indenização por Dano Moral;08/08/2024, 11:39:43
